{Label: GearOilTemperature_val, Match: temperature, Ontology: SEASGenericProperty.txt, Score: 0.85}
{Label: Bus, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: From Bus, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: To Bus, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Pnom, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Capital Cost, Match: capital cost, Ontology: EnersharePriceProperty.txt, Score: 0.70}
{Label: Marginal Cost, Match: marginal cost, Ontology: EnersharePriceProperty.txt, Score: 0.70}
{Label: input_series_source_type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: input_series_source_uri, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: use_case_name, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Investment Period, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: carrier, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Capacity Factor, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Capital Expenditure, Match: capital cost, Ontology: EnersharePriceProperty.txt, Score: 0.70}
{Label: Curtailment, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Dispatch, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Installed Capacity, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Market Value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Operational Expenditure, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Optimal Capacity, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Revenue, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Supply, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Withdrawal, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: min_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: max_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: min_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: max_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: min_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: max_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: actual_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: price, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: lignite, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: natural_gas, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: hydroelectric, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: renewables, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: net_imports, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: res_forecast, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: res_injections, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: net load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: total imports, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: total exports, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: gr_al, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: al_gr, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: gr_bg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: bg_gr, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: gr_it, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: it_gr, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: gr_mk, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: mk_gr, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: gr_tr, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: tr_gr, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: fossil_brown_coal/lignite, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: fossil_gas, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: fossil_oil, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: hydro_pumped_storage, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: hydro_water_reservoir, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: solar, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wind_onshore, Match: wind turbine, Ontology: PlatoonWindturbine.txt, Score: 0.70}
{Label: scheduled_generation, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: solar_dayahead, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: solar_intraday, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wind_dayahead, Match: wind turbine, Ontology: PlatoonWindturbine.txt, Score: 0.70}
{Label: wind_intraday, Match: wind turbine, Ontology: PlatoonWindturbine.txt, Score: 0.70}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: min_delivery_pressure, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: max_delivery_pressure, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: entry_point, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: c1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: c2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: c3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: i_c4, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: n_c4, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: i_c5, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: n_c5, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: neo_c5, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: c6_plus, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: n2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: co2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: gross_heating_value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wobbe_index, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: water_dew_point, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: hydrocarbon_dew_point_max, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: t1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: t2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: p_TOTAL_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: q_TOTAL_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: v_AB_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: v_BC_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: v_CA_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: freq_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: a_AN_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: a_BN_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: a_CN_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: node_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: stn, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: fracsec, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vm1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vm2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vm3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: im1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: im2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: im3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vph1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vph2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vph3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: iph1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: iph2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: iph3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: f, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: df, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vzsm, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: izsm, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vzsph, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: izsph, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: digita, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: analog, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: MeasureID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: VehicleID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Brand, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Model, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Battery Power (kW), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Battery Capacity (kWh), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Connector Type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Autonomy (km), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Odometer (km), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Battery SoC (%), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: ocpp_device, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: integration, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: created_at, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: attributes, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: name, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: partner_name, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: user_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: connector_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: external_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: charge_point, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vendor, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: model, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: serial_number, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: charge_box, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: ocpp_protocol, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: registration_status, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: settings, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: charging_preferences, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: charging_behavior, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: ready_time, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: location_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: spot_price_area_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: target_soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: minimal_soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: minimum_energy_transfer, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: target_energy_transfer, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: ocpp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: battery_capacity, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: current_soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: associated_device_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: device_telemetry, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: device_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: telemetry, Match: noMatch, Ontology: noMatch, Score: 0}
