1. {Label: node_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
7. {Label: wec_std.Power.min, Match: has minimum active power, Ontology: PlatoonEnergy.txt, Score: 0.4}  
8. {Label: wec_std.Precipitation.avg, Match: noMatch, Ontology: noMatch file name, Score: 0}  
9. {Label: wec_std.Precipitation.max, Match: noMatch, Ontology: noMatch file name, Score: 0}  
10. {Label: wec_std.Precipitation.min, Match: noMatch, Ontology: noMatch file name, Score: 0}  
1. {Label: wec_std.ProductivveMinutes, Match: noMatch, Ontology: noMatch, Score: 0}
2. {Label: wec_std.ReactivePower.avg, Match: noMatch, Ontology: noMatch, Score: 0}
3. {Label: wec_std.ReactivePower.max, Match: noMatch, Ontology: noMatch, Score: 0}
4. {Label: wec_std.ReactivePower.min, Match: noMatch, Ontology: noMatch, Score: 0}
5. {Label: wec_std.RotorSpeed.avg, Match: noMatch, Ontology: noMatch, Score: 0}
6. {Label: wec_std.RotorSpeed.max, Match: noMatch, Ontology: noMatch, Score: 0}
7. {Label: wec_std.RotorSpeed.min, Match: noMatch, Ontology: noMatch, Score: 0}
8. {Label: wec_std.Visibility.avg, Match: noMatch, Ontology: noMatch, Score: 0}
9. {Label: wec_std.Visibility.max, Match: noMatch, Ontology: noMatch, Score: 0}
10. {Label: wec_std.Visibility.min, Match: noMatch, Ontology: noMatch, Score: 0}
1. {Label: wec_std.WindSpeed.avg, Match: WindSpeed, Ontology: OntoWind.txt, Score: 1}
2. {Label: wec_std.WindSpeed.max, Match: WindSpeed, Ontology: OntoWind.txt, Score: 1}
3. {Label: wec_std.WindSpeed.min, Match: WindSpeed, Ontology: OntoWind.txt, Score: 1}
4. {Label: Time, Match: noMatch, Ontology: noMatch, Score: 0}
5. {Label: ActivePowerGeneration [kW], Match: noMatch, Ontology: noMatch, Score: 0}
6. {Label: ActivePowerConsumption [kW], Match: noMatch, Ontology: noMatch, Score: 0}
7. {Label: CurrentL1 [A], Match: noMatch, Ontology: noMatch, Score: 0}
8. {Label: CurrentL2 [A], Match: noMatch, Ontology: noMatch, Score: 0}
9. {Label: CurrentL3 [A], Match: noMatch, Ontology: noMatch, Score: 0}
10. {Label: ReactivePowerGeneration [kvar], Match: noMatch, Ontology: noMatch, Score: 0}
1. {Label: ReactivePowerConsumption [kvar], Match: Positive Reactive Power Evaluation, Ontology: EnershareProperty, Score: 0.75}  
2. {Label: VoltageL1 [V], Match: has Charge Power, Ontology: EnershareSystem, Score: 0.6}  
3. {Label: VoltageL2 [V], Match: has Charge Power, Ontology: EnershareSystem, Score: 0.6}  
4. {Label: VoltageL3 [V], Match: has Charge Power, Ontology: EnershareSystem, Score: 0.6}  
5. {Label: interval, Match: noMatch, Ontology: noMatch file name, Score: 0}  
6. {Label: Power (kW), Match: noMatch, Ontology: noMatch file name, Score: 0}  
7. {Label: Td (st. C), Match: has Temperature Rating, Ontology: EnershareProperty, Score: 0.6}  
8. {Label: Tp (st. C), Match: has Temperature Rating, Ontology: EnershareProperty, Score: 0.6}  
9. {Label: Flow (m3/h), Match: has Total Electric Energy Load, Ontology: EnershareProperty, Score: 0.5}  
10. {Label: Status of the meter (MWh), Match: noMatch, Ontology: noMatch file name, Score: 0}
1. {Label: interval, Match: has Evaluation Region, Ontology: EnershareProperty, Score: 1}
2. {Label: Tzun (0C), Match: has Evaluation Region, Ontology: EnershareProperty, Score: 0.7}
3. {Label: Td (0C), Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: Tp (0C), Match: has Normal Value Interval, Ontology: EnershareProperty, Score: 0.6}
5. {Label: Thermal power(kW), Match: hasEvaluationRegion, Ontology: EnershareProperty, Score: 0.5}
6. {Label: UPRA_GJI_ID, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: ZK_GJI_ID, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: TO_CEV_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: Diameter_nominal_mm, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: External_diameter_mm, Match: noMatch, Ontology: noMatch file name, Score: 0}
1. {Label: Year_of_construction, Match: YearOfManufacture, Ontology: EnershareSystem, Score: 0.6}
2. {Label: Year_of_insulation, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: Branch, Match: Natural Gas Grid, Ontology: EnershareGrid, Score: 0.4}
4. {Label: Type_of_grid_name, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: FunctionName, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Material_type, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: Owner_name, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: Manager_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: System_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Source_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
1. {Label: Accuracy_XY_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
2. {Label: Accuracy_Z_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: GJI_VIS_DATE_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: GJI_ZK_ID, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: GEO_Position, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Position_of_pipe_system_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: INVENTORY_ID, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: OS_ID_MOV, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: OS_ID_SOS, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Inseration_DATE, Match: noMatch, Ontology: noMatch file name, Score: 0}
1. {Label: Change_Date, Match: noMatch, Ontology: noMatch file name, Score: 0}
2. {Label: Comment, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: TIP_SPR, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: OID, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: Length, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Component, Match: Charging Scheduled, Ontology: EnershareSchedule, Score: 0.67}
7. {Label: Carrier, Match: National Grid, Ontology: EnershareGrid, Score: 0.57}
8. {Label: Bus, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: From Bus, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: To Bus, Match: noMatch, Ontology: noMatch file name, Score: 0}
1. {Label: Pnom, Match: noMatch, Ontology: noMatch file, Score: 0}  
2. {Label: Capital Cost, Match: noMatch, Ontology: noMatch file, Score: 0}  
3. {Label: Marginal Cost, Match: noMatch, Ontology: noMatch file, Score: 0}  
4. {Label: input_series_source_type, Match: noMatch, Ontology: noMatch file, Score: 0}  
5. {Label: input_series_source_uri, Match: noMatch, Ontology: noMatch file, Score: 0}  
6. {Label: use_case_name, Match: noMatch, Ontology: noMatch file, Score: 0}  
7. {Label: Investment Period, Match: noMatch, Ontology: noMatch file, Score: 0}  
8. {Label: carrier, Match: noMatch, Ontology: noMatch file, Score: 0}  
9. {Label: Capacity Factor, Match: noMatch, Ontology: noMatch file, Score: 0}  
10. {Label: Capital Expenditure, Match: noMatch, Ontology: noMatch file, Score: 0}  
1. {Label: Curtailment, Match: noMatch, Ontology: noMatch file name, Score: 0}  
2. {Label: Dispatch, Match: delivers Electricity To, Ontology: EnershareSystem.txt, Score: 0.3}  
3. {Label: Installed Capacity, Match: noMatch, Ontology: noMatch file name, Score: 0}  
4. {Label: Market Value, Match: noMatch, Ontology: noMatch file name, Score: 0}  
5. {Label: Operational Expenditure, Match: noMatch, Ontology: noMatch file name, Score: 0}  
6. {Label: Optimal Capacity, Match: noMatch, Ontology: noMatch file name, Score: 0}  
7. {Label: Revenue, Match: noMatch, Ontology: noMatch file name, Score: 0}  
8. {Label: Supply, Match: feeds Electricity To, Ontology: EnershareSystem.txt, Score: 0.4}  
9. {Label: Withdrawal, Match: noMatch, Ontology: noMatch file name, Score: 0}  
10. {Label: timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}  
1. {Label: min_total_load, Match: hasMinimumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
2. {Label: max_total_load, Match: hasMaximumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
3. {Label: min_total_load, Match: hasMinimumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
4. {Label: max_total_load, Match: hasMaximumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
5. {Label: min_total_load, Match: hasMinimumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
6. {Label: max_total_load, Match: hasMaximumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
7. {Label: total_load, Match: Electric Energy Load Property, Ontology: PlatoonEnergy.txt, Score: 0.6}
8. {Label: actual_load, Match: hasActivePowerReference, Ontology: PlatoonEnergy.txt, Score: 0.6}
9. {Label: price, Match: noMatch, Ontology: noMatch, Score: 1}
10. {Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 1}
1. {Label: lignite, Match: Coal Energy, Ontology: EnershareEnergyResource.txt, Score: 1}  
2. {Label: natural_gas, Match: Natural Gas Energy, Ontology: EnershareEnergyResource.txt, Score: 1}  
3. {Label: hydroelectric, Match: Electric Energy, Ontology: EnershareEnergyResource.txt, Score: 0.6}  
4. {Label: renewables, Match: Green Hydrogen Gas, Ontology: EnershareEnergyResource.txt, Score: 0.5}  
5. {Label: net_imports, Match: noMatch, Ontology: noMatch, Score: 1}  
6. {Label: res_forecast, Match: noMatch, Ontology: noMatch, Score: 1}  
7. {Label: res_injections, Match: noMatch, Ontology: noMatch, Score: 1}  
8. {Label: net load, Match: has Total Electric Energy Load, Ontology: EnershareProperty.txt, Score: 0.3}  
9. {Label: total imports, Match: noMatch, Ontology: noMatch, Score: 1}  
10. {Label: total exports, Match: noMatch, Ontology: noMatch, Score: 1}  
1. {Label: gr_al, Match: noMatch, Ontology: noMatch file name, Score: 0}  
2. {Label: al_gr, Match: noMatch, Ontology: noMatch file name, Score: 0}  
3. {Label: gr_bg, Match: noMatch, Ontology: noMatch file name, Score: 0}  
4. {Label: bg_gr, Match: noMatch, Ontology: noMatch file name, Score: 0}  
5. {Label: gr_it, Match: noMatch, Ontology: noMatch file name, Score: 0}  
6. {Label: it_gr, Match: noMatch, Ontology: noMatch file name, Score: 0}  
7. {Label: gr_mk, Match: noMatch, Ontology: noMatch file name, Score: 0}  
8. {Label: mk_gr, Match: noMatch, Ontology: noMatch file name, Score: 0}  
9. {Label: gr_tr, Match: noMatch, Ontology: noMatch file name, Score: 0}  
10. {Label: tr_gr, Match: noMatch, Ontology: noMatch file name, Score: 0}  
1. {Label: timestamp, Match: time:unitHour, Ontology: Time.txt, Score: 1}
2. {Label: point_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: value, Match: ns0:value, Ontology: OntoWind.txt, Score: 1}
4. {Label: fossil_brown_coal/lignite, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: fossil_gas, Match: ns0:type, Ontology: OntoWind.txt, Score: 1}
6. {Label: fossil_oil, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: hydro_pumped_storage, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: hydro_water_reservoir, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: solar, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: wind_onshore, Match: ns0:swept_area, Ontology: OntoWind.txt, Score: 1}
1. {Label: scheduled_generation, Match: Scheduled Investment, Ontology: EnershareSchedule.txt, Score: 0.75}  
2. {Label: solar_dayahead, Match: Charging Scheduled, Ontology: EnershareEvent.txt, Score: 0.6}  
3. {Label: solar_intraday, Match: Charging Session, Ontology: EnershareEvent.txt, Score: 0.6}  
4. {Label: wind_dayahead, Match: Charging Scheduled, Ontology: EnershareEvent.txt, Score: 0.6}  
5. {Label: wind_intraday, Match: Charging Session, Ontology: EnershareEvent.txt, Score: 0.6}  
6. {Label: timestamp, Match: year, Ontology: Time.txt, Score: 0.6}  
7. {Label: point_id, Match: noMatch, Ontology: noMatch file name, Score: 1}  
8. {Label: value, Match: noMatch, Ontology: noMatch file name, Score: 1}  
9. {Label: point_type, Match: noMatch, Ontology: noMatch file name, Score: 1}  
10. {Label: min_delivery_pressure, Match: noMatch, Ontology: noMatch file name, Score: 1}  
1. {Label: max_delivery_pressure, Match: hasMaximumDeliveryPressure, Ontology: EnershareProperty.txt, Score: 1}
2. {Label: entry_point, Match: noMatch, Ontology: noMatch, Score: 1}
3. {Label: c1, Match: noMatch, Ontology: noMatch, Score: 1}
4. {Label: c2, Match: noMatch, Ontology: noMatch, Score: 1}
5. {Label: c3, Match: noMatch, Ontology: noMatch, Score: 1}
6. {Label: i_c4, Match: noMatch, Ontology: noMatch, Score: 1}
7. {Label: n_c4, Match: noMatch, Ontology: noMatch, Score: 1}
8. {Label: i_c5, Match: noMatch, Ontology: noMatch, Score: 1}
9. {Label: n_c5, Match: noMatch, Ontology: noMatch, Score: 1}
10. {Label: neo_c5, Match: noMatch, Ontology: noMatch, Score: 1}
1. {Label: c6_plus, Match: noMatch, Ontology: noMatch file name, Score: 0}  
2. {Label: n2, Match: noMatch, Ontology: noMatch file name, Score: 0}  
3. {Label: co2, Match: noMatch, Ontology: noMatch file name, Score: 0}  
4. {Label: gross_heating_value, Match: noMatch, Ontology: noMatch file name, Score: 0}  
5. {Label: wobbe_index, Match: noMatch, Ontology: noMatch file name, Score: 0}  
6. {Label: water_dew_point, Match: noMatch, Ontology: noMatch file name, Score: 0}  
7. {Label: hydrocarbon_dew_point_max, Match: noMatch, Ontology: noMatch file name, Score: 0}  
8. {Label: timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}  
9. {Label: point_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
10. {Label: value, Match: noMatch, Ontology: noMatch file name, Score: 0}  
1. {Label: point_type, Match: DirectSolarRadiationProperty, Ontology: PlatoonWeather.txt, Score: 1}
2. {Label: timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: point_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: value, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: point_type, Match: VoltageProperty, Ontology: SEASElectricPowerSystem.txt, Score: 1}
6. {Label: timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: point_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: value, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: point_type, Match: StatusPowerCurveProperty, Ontology: PlatoonEnergy.txt, Score: 1}
10. {Label: timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}
1. {Label: point_id, Match: noMatch, Ontology: noMatch file name, Score: 0}  
2. {Label: value, Match: noMatch, Ontology: noMatch file name, Score: 0}  
3. {Label: point_type, Match: noMatch, Ontology: noMatch file name, Score: 0}  
4. {Label: t1, Match: connected in Hot1-to-Hot2, Ontology: SEASElectricPowerSystem.txt, Score: 0.32}  
5. {Label: t2, Match: connected in Triangle at, Ontology: SEASElectricPowerSystem.txt, Score: 0.32}  
6. {Label: p_TOTAL_avg, Match: noMatch, Ontology: noMatch file name, Score: 0}  
7. {Label: q_TOTAL_avg, Match: noMatch, Ontology: noMatch file name, Score: 0}  
8. {Label: v_AB_avg, Match: noMatch, Ontology: noMatch file name, Score: 0}  
9. {Label: v_BC_avg, Match: noMatch, Ontology: noMatch file name, Score: 0}  
10. {Label: v_CA_avg, Match: noMatch, Ontology: noMatch file name, Score: 0}  
1. {Label: freq_avg, Match: Frequency Meter, Ontology: EnershareDevice.txt, Score: 0.8}
2. {Label: a_AN_avg, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: a_BN_avg, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: a_CN_avg, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: MeasureID, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: VehicleID, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: Brand, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: Model, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: Battery Power (kW), Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Battery Capacity (kWh), Match: noMatch, Ontology: noMatch file name, Score: 0}
1. {Label: Connector Type, Match: GBTConnector, Ontology: EnershareSystem, Score: 1}
2. {Label: Autonomy (km), Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: Odometer (km), Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: Battery SoC (%), Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: Timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: ocpp_device, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: id, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: type, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: integration, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: created_at, Match: noMatch, Ontology: noMatch file name, Score: 0}
1. {Label: attributes, Match: noMatch, Ontology: noMatch file name, Score: 0}  
2. {Label: name, Match: noMatch, Ontology: noMatch file name, Score: 0}  
