{Label: GearOilTemperature_val, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: PitchControl_TrackingOK, Match: StatusProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: PowerUnit_Pressure [bar], Match: PressureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: TurbineControl_Enable, Match: StatusProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: TurbineControl_GeneratorPower [W], Match: ActivePowerProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: TurbineControl_GeneratorSpeed [rpm], Match: RotationalSpeedProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: TurbineControl_GeneratorTorque [kNm], Match: TorqueProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: TurbineControl_PitchAngleDemand [deg], Match: Angle Property, Ontology: SEASGenericProperty, Score: 1}
{Label: TurbineControl_PitchAngles [deg](1), Match: Angle Property, Ontology: SEASGenericProperty, Score: 1}
{Label: TurbineControl_PitchAngles [deg](2), Match: Angle Property, Ontology: SEASGenericProperty, Score: 1}
{Label: TurbineControl_PitchAngles [deg](3), Match: Angle Property, Ontology: SEASGenericProperty, Score: 1}
{Label: TurbineControl_Run, Match: Boolean Property, Ontology: EnershareProperty, Score: 1}
{Label: parc_code, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: mac_code, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: date, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: temperature_Data.AmbientTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.Blade_A_Temp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.Blade_B_Temp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.Blade_C_Temp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.CtrlCabinetTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.FrontBearingTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.NacelleAmbientTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.NacelleCtrlCabTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.NacelleTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.NbSamplingValues, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: temperature_Data.RearBearingTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.RectifierCab_Temp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.RotorTemp_1, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.RotorTemp_2, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.SpinnerTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.StatorTemp_1, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.StatorTemp_2, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempBlade_A_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempBlade_B_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempBlade_C_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempExcitationHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempInSys_1_PowerCab_1, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempInSys_1_PowerCab_2, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempInSys_1_PowerCab_3, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempPitchCtrlBox_Blade_A, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempPitchCtrlBox_Blade_B, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempPitchCtrlBox_Blade_C, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempRectifier_1_HeatSink, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempRectifier_2_HeatSink, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TowerTemp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TransformerTemp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: wec_std.Avg_AmbientBrightness, Match: IlluminanceLevelProperty, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Avg_AvailableActivePowerLimitedByExtSetPoints, Match: Active Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Avg_BladeAngleAcross_A_B_C, Match: Angle Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Avg_LabkoIceAmplForIceDetection, Match: Amplitude Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Avg_MaxAvailableActivePowerLimitedByForceMajeure, Match: Active Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Avg_TechnicallyAvailableActivePower, Match: Active Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Avg_TheoreticallAvailableActivePowerInTheWind, Match: Active Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.EnergyProduced, Match: Energy Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.NacellePosition, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: wec_std.NbSamplingValues, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: wec_std.OperatingHours, Match: Time Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Power.avg, Match: Active Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Power.max, Match: Active Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Power.min, Match: Active Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Precipitation.avg, Match: Precipitation Intensity Property, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.Precipitation.max, Match: Precipitation Intensity Property, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.Precipitation.min, Match: Precipitation Intensity Property, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.ProductivveMinutes, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: wec_std.ReactivePower.avg, Match: Reactive Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.ReactivePower.max, Match: Reactive Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.ReactivePower.min, Match: Reactive Power Property, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.RotorSpeed.avg, Match: RotationalSpeedProperty, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.RotorSpeed.max, Match: RotationalSpeedProperty, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.RotorSpeed.min, Match: RotationalSpeedProperty, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.Visibility.avg, Match: VisibilityProperty, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.Visibility.max, Match: VisibilityProperty, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.Visibility.min, Match: VisibilityProperty, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.WindSpeed.avg, Match: WindSpeedProperty, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.WindSpeed.max, Match: WindSpeedProperty, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.WindSpeed.min, Match: WindSpeedProperty, Ontology: EnershareSystem, Score: 1}
{Label: Time, Match: second, Ontology: Time, Score: 1}
{Label: ActivePowerGeneration [kW], Match: ElectricityProperty, Ontology: EnershareProperty, Score: 1}
{Label: ActivePowerConsumption [kW], Match: ElectricityProperty, Ontology: EnershareProperty, Score: 1}
{Label: CurrentL1 [A], Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: CurrentL2 [A], Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: CurrentL3 [A], Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: ReactivePowerGeneration [kvar], Match: ElectricityProperty, Ontology: EnershareProperty, Score: 1}
{Label: ReactivePowerConsumption [kvar], Match: ElectricityProperty, Ontology: EnershareProperty, Score: 1}
{Label: VoltageL1 [V], Match: VoltageProperty, Ontology: EnershareProperty, Score: 1}
{Label: VoltageL2 [V], Match: VoltageProperty, Ontology: EnershareProperty, Score: 1}
{Label: VoltageL3 [V], Match: VoltageProperty, Ontology: EnershareProperty, Score: 1}
{Label: interval, Match: TimeInstant, Ontology: EnershareSystem, Score: 1}
{Label: Power (kW), Match: PowerProperty, Ontology: EnershareProperty, Score: 1}
{Label: Td (st. C), Match: TemperatureProperty, Ontology: EnershareProperty, Score: 1}
{Label: Tp (st. C), Match: TemperatureProperty, Ontology: EnershareProperty, Score: 1}
{Label: Flow (m3/h), Match: VolumeFlowRateProperty, Ontology: EnershareProperty, Score: 1}
{Label: Status of the meter (MWh), Match: BooleanProperty, Ontology: EnershareProperty, Score: 1}
{Label: interval, Match: TimeInstant, Ontology: EnershareSystem, Score: 1}
{Label: Tzun (0C), Match: TemperatureProperty, Ontology: EnershareProperty, Score: 1}
{Label: Td (0C), Match: TemperatureProperty, Ontology: EnershareProperty, Score: 1}
{Label: Tp (0C), Match: TemperatureProperty, Ontology: EnershareProperty, Score: 1}
{Label: Thermal power(kW), Match: Power Property, Ontology: EnershareProperty, Score: 1}
{Label: UPRA_GJI_ID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: ZK_GJI_ID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: TO_CEV_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Diameter_nominal_mm, Match: Diameter Property, Ontology: EnershareProperty, Score: 1}
{Label: External_diameter_mm, Match: Diameter Property, Ontology: EnershareProperty, Score: 1}
{Label: Year_of_construction, Match: Year Property, Ontology: EnershareProperty, Score: 1}
{Label: Year_of_insulation, Match: Year Property, Ontology: EnershareProperty, Score: 1}
{Label: Branch, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Type_of_grid_name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: FunctionName, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Material_type, Match: MaterialType, Ontology: EnershareSystem, Score: 1}
{Label: Owner_name, Match: OwnerName, Ontology: EnershareBuilding, Score: 1}
{Label: Manager_Name, Match: ManagerName, Ontology: EnershareBuilding, Score: 1}
{Label: System_Name, Match: SystemName, Ontology: EnershareBuilding, Score: 1}
{Label: Source_Name, Match: SourceName, Ontology: EnershareBuilding, Score: 1}
{Label: Accuracy_XY_Name, Match: AccuracyNameXY, Ontology: EnershareBuilding, Score: 1}
{Label: Accuracy_Z_Name, Match: AccuracyNameZ, Ontology: EnershareBuilding, Score: 1}
{Label: GJI_VIS_DATE_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: GJI_ZK_ID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: GEO_Position, Match: location, Ontology: EnershareSystem, Score: 1}
{Label: Position_of_pipe_system_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: INVENTORY_ID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: OS_ID_MOV, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: OS_ID_SOS, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Inseration_DATE, Match: in XSD Date-Time-Stamp, Ontology: Time, Score: 1}
{Label: Change_Date, Match: in XSD Date-Time-Stamp, Ontology: Time, Score: 1}
{Label: Comment, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: TIP_SPR, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: OID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Length, Match: Length Property, Ontology: EnershareProperty, Score: 1}
{Label: Component, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Carrier, Match: Energy Carrier Property, Ontology: EnershareProperty, Score: 1}
{Label: Bus, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: From Bus, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: To Bus, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Pnom, Match: Rated Power Property, Ontology: EnershareProperty, Score: 1}
{Label: Capital Cost, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Marginal Cost, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: input_series_source_type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: input_series_source_uri, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: use_case_name, Match: name, Ontology: SEASGenericProperty, Score: 1}
{Label: Investment Period, Match: TemporalProperty, Ontology: EnersharePriceProperty, Score: 1}
{Label: carrier, Match: EnergyCarrier, Ontology: EnershareEnergySystem, Score: 1}
{Label: Capacity Factor, Match: EfficiencyProperty, Ontology: EnersharePriceProperty, Score: 1}
{Label: Capital Expenditure, Match: CostPriceProperty, Ontology: EnersharePriceProperty, Score: 1}
{Label: Curtailment, Match: EnergyProductionProperty, Ontology: EnershareForecast, Score: 1}
{Label: Dispatch, Match: EnergyConversionProperty, Ontology: EnershareEnergySystem, Score: 1}
{Label: Installed Capacity, Match: NominalPowerProperty, Ontology: EnershareEnergySystem, Score: 1}
{Label: Market Value, Match: CostPriceProperty, Ontology: EnersharePriceProperty, Score: 1}
{Label: Operational Expenditure, Match: CostPrice, Ontology: EnershareSystem, Score: 1}
{Label: Optimal Capacity, Match: Active Power Capacity, Ontology: EnershareSystem, Score: 1}
{Label: Revenue, Match: Price, Ontology: EnershareSystem, Score: 1}
{Label: Supply, Match: Electrical Energy, Ontology: EnershareSystem, Score: 1}
{Label: Withdrawal, Match: Electrical Energy, Ontology: EnershareSystem, Score: 1}
{Label: timestamp, Match: Timestamp, Ontology: EnershareSystem, Score: 1}
{Label: min_total_load, Match: Active Power, Ontology: EnershareSystem, Score: 1}
{Label: max_total_load, Match: Active Power, Ontology: EnershareSystem, Score: 1}
{Label: min_total_load, Match: Active Power, Ontology: EnershareSystem, Score: 1}
{Label: max_total_load, Match: Active Power, Ontology: EnershareSystem, Score: 1}
{Label: min_total_load, Match: Load Power, Ontology: EnershareProperty, Score: 1}
{Label: max_total_load, Match: Load Power, Ontology: EnershareProperty, Score: 1}
{Label: total_load, Match: Load Power, Ontology: EnershareProperty, Score: 1}
{Label: actual_load, Match: Load Power, Ontology: EnershareProperty, Score: 1}
{Label: price, Match: Price, Ontology: EnershareProperty, Score: 1}
{Label: timestamp, Match: Time, Ontology: EnershareProperty, Score: 1}
{Label: lignite, Match: Lignite, Ontology: EnershareFuel, Score: 1}
{Label: natural_gas, Match: Natural Gas, Ontology: EnershareFuel, Score: 1}
{Label: hydroelectric, Match: Hydroelectric, Ontology: EnershareFuel, Score: 1}
{Label: renewables, Match: Renewables, Ontology: EnershareFuel, Score: 1}
{Label: net_imports, Match: Electricity Energy Balance, Ontology: Entsoe, Score: 1}
{Label: res_forecast, Match: Energy Property, Ontology: EnershareProperty, Score: 1}
{Label: res_injections, Match: Energy Property, Ontology: EnershareProperty, Score: 1}
{Label: net load, Match: Electricity Energy Balance, Ontology: Entsoe, Score: 1}
{Label: total imports, Match: Electricity Energy Balance, Ontology: Entsoe, Score: 1}
{Label: total exports, Match: Electricity Energy Balance, Ontology: Entsoe, Score: 1}
{Label: gr_al, Match: Electricity Energy Balance, Ontology: Entsoe, Score: 1}
{Label: al_gr, Match: Electricity Energy Balance, Ontology: Entsoe, Score: 1}
{Label: gr_bg, Match: Electricity Energy Balance, Ontology: Entsoe, Score: 1}
{Label: bg_gr, Match: Electricity Energy Balance, Ontology: Entsoe, Score: 1}
{Label: gr_it, Match: Gas Resource Property, Ontology: EnershareProperty, Score: 1}
{Label: it_gr, Match: in Gas Resource Property, Ontology: EnershareProperty, Score: 1}
{Label: gr_mk, Match: Gas Resource Property, Ontology: EnershareProperty, Score: 1}
{Label: mk_gr, Match: in Gas Resource Property, Ontology: EnershareProperty, Score: 1}
{Label: gr_tr, Match: Gas Resource Property, Ontology: EnershareProperty, Score: 1}
{Label: tr_gr, Match: in Gas Resource Property, Ontology: EnershareProperty, Score: 1}
{Label: timestamp, Match: in XSD Date-Time-Stamp, Ontology: Time, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: fossil_brown_coal/lignite, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: fossil_gas, Match: Gas, Ontology: EnershareFuelProperty, Score: 1}
{Label: fossil_oil, Match: Oil, Ontology: EnershareFuelProperty, Score: 1}
{Label: hydro_pumped_storage, Match: Hydro Pumped Storage, Ontology: EnershareStorageFuelProperty, Score: 1}
{Label: hydro_water_reservoir, Match: Hydro Water Reservoir, Ontology: EnershareStorageFuelProperty, Score: 1}
{Label: solar, Match: Solar, Ontology: EnershareProductionFuelProperty, Score: 1}
{Label: wind_onshore, Match: Wind Onshore, Ontology: EnershareProductionFuelProperty, Score: 1}
{Label: scheduled_generation, Match: BooleanProperty, Ontology: EnershareProduction, Score: 1}
{Label: solar_dayahead, Match: Solar, Ontology: EnershareProductionFuelProperty, Score: 1}
{Label: solar_intraday, Match: Solar, Ontology: EnershareProductionFuelProperty, Score: 1}
{Label: wind_dayahead, Match: Wind Onshore, Ontology: EnershareProductionFuelProperty, Score: 1}
{Label: wind_intraday, Match: EnergyProperty, Ontology: EliotEnershareProperty, Score: 1}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: min_delivery_pressure, Match: PressureProperty, Ontology: EnershareProperty, Score: 1}
{Label: max_delivery_pressure, Match: PressureProperty, Ontology: EnershareProperty, Score: 1}
{Label: entry_point, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: c1, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: c2, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: c3, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: i_c4, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: n_c4, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: i_c5, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: n_c5, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: neo_c5, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: c6_plus, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: n2, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: co2, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: gross_heating_value, Match: EnergyProperty, Ontology: EnershareSystem, Score: 1}
{Label: wobbe_index, Match: Wobbe Index Energy Property, Ontology: EnershareProperty, Score: 1}
{Label: water_dew_point, Match: Dew Point Temperature, Ontology: EnershareProperty, Score: 1}
{Label: hydrocarbon_dew_point_max, Match: Dew Point Temperature, Ontology: EnershareProperty, Score: 1}
{Label: timestamp, Match: Point in Time, Ontology: Time, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: timestamp, Match: Point in Time, Ontology: Time, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: t1, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: t2, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: p_TOTAL_avg, Match: Active Power Property, Ontology: EnershareProperty, Score: 1}
{Label: q_TOTAL_avg, Match: Reactive Power Property, Ontology: EnershareProperty, Score: 1}
{Label: v_AB_avg, Match: Voltage Property, Ontology: EnershareProperty, Score: 1}
{Label: v_BC_avg, Match: Voltage Property, Ontology: EnershareProperty, Score: 1}
{Label: v_CA_avg, Match: Voltage Property, Ontology: EnershareProperty, Score: 1}
{Label: freq_avg, Match: Frequency Property, Ontology: EnershareProperty, Score: 1}
{Label: a_AN_avg, Match: Current Property, Ontology: EnershareProperty, Score: 1}
{Label: a_BN_avg, Match: Current Property, Ontology: EnershareProperty, Score: 1}
{Label: a_CN_avg, Match: Current Property, Ontology: EnershareProperty, Score: 1}
{Label: node_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: stn, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: soc, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: fracsec, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: vm1, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: vm2, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: vm3, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: im1, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: im2, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: im3, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: vph1, Match: Phase 1 Voltage Property, Ontology: EnershareProperty, Score: 1}
{Label: vph2, Match: Phase 2 Voltage Property, Ontology: EnershareProperty, Score: 1}
{Label: vph3, Match: Phase 3 Voltage Property, Ontology: EnershareProperty, Score: 1}
{Label: iph1, Match: Phase 1 Current Property, Ontology: EnershareProperty, Score: 1}
{Label: iph2, Match: Phase 2 Current Property, Ontology: EnershareProperty, Score: 1}
{Label: iph3, Match: Phase 3 Current Property, Ontology: EnershareProperty, Score: 1}
{Label: f, Match: Frequency Property, Ontology: EnershareProperty, Score: 1}
{Label: df, Match: Displacement Factor Property, Ontology: EnershareProperty, Score: 1}
{Label: vzsm, Match: Phase to Neutral Voltage Property, Ontology: EnershareProperty, Score: 1}
{Label: izsm, Match: Phase Current Property, Ontology: EnershareProperty, Score: 1}
{Label: vzsph, Match: BooleanProperty, Ontology: EnershareBuilding, Score: 1}
{Label: izsph, Match: BooleanProperty, Ontology: EnershareBuilding, Score: 1}
{Label: digita, Match: BooleanProperty, Ontology: EnershareBuilding, Score: 1}
{Label: analog, Match: BooleanProperty, Ontology: EnershareBuilding, Score: 1}
{Label: MeasureID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: VehicleID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Brand, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Model, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Battery Power (kW), Match: PowerProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Battery Capacity (kWh), Match: EnergyProperty, Ontology: EnershareBuilding, Score: 1}
{Label: Connector Type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Autonomy (km), Match: DistanceProperty, Ontology: EnershareProperty, Score: 1}
{Label: Odometer (km), Match: DistanceProperty, Ontology: EnershareProperty, Score: 1}
{Label: Battery SoC (%), Match: StateOfChargeProperty, Ontology: EnershareProperty, Score: 1}
{Label: Timestamp, Match: TimeProperty, Ontology: EnershareProperty, Score: 1}
{Label: ocpp_device, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: integration, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: created_at, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: attributes, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: partner_name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: user_id, Match: noMatch, Ontology: noMatch, Score: 1}
