{Label: GearOilTemperature_val, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: PitchControl_TrackingOK, Match: BooleanProperty, Ontology: EnershareProperty, Score: 1}
{Label: PowerUnit_Pressure [bar], Match: Pressure, Ontology: OntoWind, Score: 1}
{Label: TurbineControl_Enable, Match: BooleanProperty, Ontology: EnershareProperty, Score: 1}
{Label: TurbineControl_GeneratorPower [W], Match: Power Property, Ontology: EnershareProperty, Score: 1}
{Label: TurbineControl_GeneratorSpeed [rpm], Match: RotationalSpeedProperty, Ontology: EnershareProperty, Score: 1}
{Label: TurbineControl_GeneratorTorque [kNm], Match: TorqueProperty, Ontology: EnershareProperty, Score: 1}
{Label: TurbineControl_PitchAngleDemand [deg], Match: DegreeProperty, Ontology: EnershareProperty, Score: 1}
{Label: TurbineControl_PitchAngles [deg](1), Match: DegreeProperty, Ontology: EnershareProperty, Score: 1}
{Label: TurbineControl_PitchAngles [deg](2), Match: DegreeProperty, Ontology: EnershareProperty, Score: 1}
{Label: TurbineControl_PitchAngles [deg](3), Match: DegreeProperty, Ontology: EnershareProperty, Score: 1}
{Label: TurbineControl_Run, Match: BooleanProperty, Ontology: EnershareProperty, Score: 1}
{Label: parc_code, Match: IntegerProperty, Ontology: EnershareProperty, Score: 1}
{Label: mac_code, Match: StringProperty, Ontology: EnershareProperty, Score: 1}
{Label: date, Match: in XSD Date-Time-Stamp, Ontology: Time, Score: 1}
{Label: temperature_Data.AmbientTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.Blade_A_Temp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.Blade_B_Temp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.Blade_C_Temp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.CtrlCabinetTemp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.FrontBearingTemp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.NacelleAmbientTemp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.NacelleCtrlCabTemp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.NacelleTemp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.NbSamplingValues, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: temperature_Data.RearBearingTemp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.RectifierCab_Temp, Match: TemperatureProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.RotorTemp_1, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.RotorTemp_2, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.SpinnerTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.StatorTemp_1, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.StatorTemp_2, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempBlade_A_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempBlade_B_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempBlade_C_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempExcitationHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempInSys_1_PowerCab_1, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempInSys_1_PowerCab_2, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempInSys_1_PowerCab_3, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempPitchCtrlBox_Blade_A, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempPitchCtrlBox_Blade_B, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempPitchCtrlBox_Blade_C, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempRectifier_1_HeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempRectifier_2_HeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TowerTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TransformerTemp, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: wec_std.Avg_AmbientBrightness, Match: BrightnessProperty, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.Avg_AvailableActivePowerLimitedByExtSetPoints, Match: available active power, Ontology: SEASElectricPowerSystem, Score: 1}
{Label: wec_std.Avg_BladeAngleAcross_A_B_C, Match: BladeProperty, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.Avg_LabkoIceAmplForIceDetection, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: wec_std.Avg_MaxAvailableActivePowerLimitedByForceMajeure, Match: available active power, Ontology: SEASElectricPowerSystem, Score: 1}
{Label: wec_std.Avg_TechnicallyAvailableActivePower, Match: available active power, Ontology: SEASElectricPowerSystem, Score: 1}
{Label: wec_std.Avg_TheoreticallAvailableActivePowerInTheWind, Match: available active power, Ontology: SEASElectricPowerSystem, Score: 1}
{Label: wec_std.EnergyProduced, Match: ElectricEnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: wec_std.NacellePosition, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: wec_std.NbSamplingValues, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: wec_std.OperatingHours, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: wec_std.Power.avg, Match: EnergyProductionProperty, Ontology: EnershareForecast, Score: 1}
{Label: wec_std.Power.max, Match: EnergyProductionProperty, Ontology: EnershareForecast, Score: 1}
{Label: wec_std.Power.min, Match: EnergyProductionProperty, Ontology: EnershareForecast, Score: 1}
{Label: wec_std.Precipitation.avg, Match: PrecipitationProperty, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.Precipitation.max, Match: PrecipitationProperty, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.Precipitation.min, Match: PrecipitationProperty, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.ProductivveMinutes, Match: ProductiveTime, Ontology: EnershareSystem, Score: 1}
{Label: wec_std.ReactivePower.avg, Match: EnergyProperty, Ontology: EnershareElectricPowerSystem, Score: 1}
{Label: wec_std.ReactivePower.max, Match: EnergyProperty, Ontology: EnershareElectricPowerSystem, Score: 1}
{Label: wec_std.ReactivePower.min, Match: EnergyProperty, Ontology: EnershareElectricPowerSystem, Score: 1}
{Label: wec_std.RotorSpeed.avg, Match: RotationalSpeedProperty, Ontology: PlatoonWindturbine, Score: 1}
{Label: wec_std.RotorSpeed.max, Match: RotationalSpeedProperty, Ontology: PlatoonWindturbine, Score: 1}
{Label: wec_std.RotorSpeed.min, Match: RotationalSpeedProperty, Ontology: PlatoonWindturbine, Score: 1}
{Label: wec_std.Visibility.avg, Match: VisibilityProperty, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.Visibility.max, Match: VisibilityProperty, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.Visibility.min, Match: VisibilityProperty, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.WindSpeed.avg, Match: WindSpeedProperty, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.WindSpeed.max, Match: WindSpeedProperty, Ontology: EnershareWeather, Score: 1}
{Label: wec_std.WindSpeed.min, Match: WindSpeedProperty, Ontology: EnershareWeather, Score: 1}
{Label: Time, Match: XSD DateTimeStamp, Ontology: Time, Score: 1}
{Label: ActivePowerGeneration [kW], Match: ElectricEnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: ActivePowerConsumption [kW], Match: ElectricEnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: CurrentL1 [A], Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: CurrentL2 [A], Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: CurrentL3 [A], Match: ElectricCurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: ReactivePowerGeneration [kvar], Match: ElectricReactivePowerProperty, Ontology: EnershareProperty, Score: 1}
{Label: ReactivePowerConsumption [kvar], Match: ElectricReactivePowerProperty, Ontology: EnershareProperty, Score: 1}
{Label: VoltageL1 [V], Match: ElectricPotentialProperty, Ontology: EnershareProperty, Score: 1}
{Label: VoltageL2 [V], Match: ElectricPotentialProperty, Ontology: EnershareProperty, Score: 1}
{Label: VoltageL3 [V], Match: ElectricPotentialProperty, Ontology: EnershareProperty, Score: 1}
{Label: interval, Match: TimeProperty, Ontology: Time, Score: 1}
{Label: Power (kW), Match: PowerProperty, Ontology: EnershareProperty, Score: 1}
{Label: Td (st. C), Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Tp (st. C), Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Flow (m3/h), Match: VolumeFlowRateProperty, Ontology: SEASProperty, Score: 1}
{Label: Status of the meter (MWh), Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: interval, Match: TimeProperty, Ontology: Time, Score: 1}
{Label: Tzun (0C), Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Td (0C), Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Tp (0C), Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: Thermal power(kW), Match: Thermal Energy Property, Ontology: EnershareSystem, Score: 1}
{Label: UPRA_GJI_ID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: ZK_GJI_ID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: TO_CEV_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Diameter_nominal_mm, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: External_diameter_mm, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Year_of_construction, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Year_of_insulation, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Branch, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Type_of_grid_name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: FunctionName, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Material_type, Match: MaterialProperty, Ontology: EnershareProperty, Score: 1}
{Label: Owner_name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Manager_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: System_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Source_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Accuracy_XY_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Accuracy_Z_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: GJI_VIS_DATE_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: GJI_ZK_ID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: GEO_Position, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Position_of_pipe_system_Name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: INVENTORY_ID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: OS_ID_MOV, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: OS_ID_SOS, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Inseration_DATE, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Change_Date, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Comment, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: TIP_SPR, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: OID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Length, Match: LengthProperty, Ontology: EnershareProperty, Score: 1}
{Label: Component, Match: Component, Ontology: EnershareSystem, Score: 1}
{Label: Carrier, Match: Carrier, Ontology: EnershareSystem, Score: 1}
{Label: Bus, Match: Bus, Ontology: EnershareSystem, Score: 1}
{Label: From Bus, Match: Bus, Ontology: EnershareSystem, Score: 1}
{Label: To Bus, Match: Bus, Ontology: EnershareSystem, Score: 1}
{Label: Pnom, Match: Nominal Power Property, Ontology: EnershareProperty, Score: 1}
{Label: Capital Cost, Match: CostProperty, Ontology: EnershareProperty, Score: 1}
{Label: Marginal Cost, Match: CostProperty, Ontology: EnershareProperty, Score: 1}
{Label: input_series_source_type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: input_series_source_uri, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: use_case_name, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Investment Period, Match: TimeInterval, Ontology: Time, Score: 1}
{Label: carrier, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Capacity Factor, Match: DimensionlessProperty, Ontology: EnershareProperty, Score: 1}
{Label: Capital Expenditure, Match: MonetaryAmount, Ontology: EnershareProperty, Score: 1}
{Label: Curtailment, Match: EnergyDensityProperty, Ontology: EnershareProperty, Score: 1}
{Label: Dispatch, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: Installed Capacity, Match: VolumeFlowRateProperty, Ontology: EnershareProperty, Score: 1}
{Label: Market Value, Match: PriceProperty, Ontology: EnershareProperty, Score: 1}
{Label: Operational Expenditure, Match: PriceProperty, Ontology: EnershareProperty, Score: 1}
{Label: Optimal Capacity, Match: PowerCapacityProperty, Ontology: PlatoonBuilding, Score: 1}
{Label: Revenue, Match: PriceProperty, Ontology: EnershareProperty, Score: 1}
{Label: Supply, Match: EnergySupply, Ontology: EnershareBuilding, Score: 1}
{Label: Withdrawal, Match: EnergyWithdraw, Ontology: EnershareBuilding, Score: 1}
{Label: timestamp, Match: TimeInstant, Ontology: Time, Score: 1}
{Label: min_total_load, Match: EnergyConsumptionProperty, Ontology: PlatoonBuilding, Score: 1}
{Label: max_total_load, Match: EnergyConsumptionProperty, Ontology: PlatoonBuilding, Score: 1}
{Label: min_total_load, Match: ElectricEnergyDemandProperty, Ontology: EnershareProperty, Score: 1}
{Label: max_total_load, Match: ElectricEnergyDemandProperty, Ontology: EnershareProperty, Score: 1}
{Label: total_load, Match: ElectricEnergyDemandProperty, Ontology: EnershareProperty, Score: 1}
{Label: actual_load, Match: ElectricEnergyDemandProperty, Ontology: EnershareProperty, Score: 1}
{Label: price, Match: PriceProperty, Ontology: PlatoonProperty, Score: 1}
{Label: timestamp, Match: Time, Ontology: Time, Score: 1}
{Label: lignite, Match: ElectricEnergyProductonProperty, Ontology: EnershareProperty, Score: 1}
{Label: natural_gas, Match: GasEnergyProductionProperty, Ontology: EnershareProperty, Score: 1}
{Label: hydroelectric, Match: HydroEnergyProductionProperty, Ontology: EnershareProperty, Score: 1}
{Label: renewables, Match: ElectricEnergyProductionProperty, Ontology: EnershareProperty, Score: 1}
{Label: net_imports, Match: ElectricEnergyConsumption, Ontology: EnershareSystem, Score: 1}
{Label: res_forecast, Match: ElectricEnergyConsumption, Ontology: EnershareSystem, Score: 1}
{Label: res_injections, Match: ElectricEnergyProduction, Ontology: EnershareSystem, Score: 1}
{Label: net load, Match: ElectricEnergyConsumption, Ontology: EnershareSystem, Score: 1}
{Label: total imports, Match: ElectricEnergyConsumption, Ontology: EnershareSystem, Score: 1}
{Label: total exports, Match: ElectricEnergyProduction, Ontology: EnershareSystem, Score: 1}
{Label: gr_al, Match: HeatExchanger, Ontology: EnershareSystem, Score: 1}
{Label: al_gr, Match: HeatExchanger, Ontology: EnershareSystem, Score: 1}
{Label: gr_bg, Match: HeatExchanger, Ontology: EnershareSystem, Score: 1}
{Label: bg_gr, Match: HeatExchanger, Ontology: EnershareSystem, Score: 1}
{Label: gr_it, Match: HeatPump, Ontology: EnershareSystem, Score: 1}
{Label: it_gr, Match: HeatPump, Ontology: EnershareSystem, Score: 1}
{Label: gr_mk, Match: HeatPump, Ontology: EnershareSystem, Score: 1}
{Label: mk_gr, Match: HeatPump, Ontology: EnershareSystem, Score: 1}
{Label: gr_tr, Match: HeatPump, Ontology: EnershareSystem, Score: 1}
{Label: tr_gr, Match: HeatPump, Ontology: EnershareSystem, Score: 1}
{Label: timestamp, Match: in XSD Date-Time-Stamp, Ontology: Time, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: Flow, Ontology: EnershareProperty, Score: 1}
{Label: fossil_brown_coal/lignite, Match: Coal, Ontology: EnershareResource, Score: 1}
{Label: fossil_gas, Match: NaturalGasProductionProperty, Ontology: EnershareProperty, Score: 1}
{Label: fossil_oil, Match: CrudeOilProductionProperty, Ontology: EnershareProperty, Score: 1}
{Label: hydro_pumped_storage, Match: HydroPumpedStorage, Ontology: PlatoonEnergySystem, Score: 1}
{Label: hydro_water_reservoir, Match: HydroWaterReservoir, Ontology: PlatoonEnergySystem, Score: 1}
{Label: solar, Match: PhotovoltaicEnergyProductionProperty, Ontology: PlatoonEnergySystem, Score: 1}
{Label: wind_onshore, Match: WindEnergyProductionProperty, Ontology: PlatoonEnergySystem, Score: 1}
{Label: scheduled_generation, Match: EnergyProductionProperty, Ontology: EnershareProperty, Score: 1}
{Label: solar_dayahead, Match: DayAheadForecastOfPhotovoltaicEnergyProductionProperty, Ontology: EnershareForecast, Score: 1}
{Label: solar_intraday, Match: IntradayForecastOfPhotovoltaicEnergyProductionProperty, Ontology: EnershareForecast, Score: 1}
{Label: wind_dayahead, Match: DayAheadForecastOfWindEnergyProductionProperty, Ontology: EnershareForecast, Score: 1}
{Label: wind_intraday, Match: Wind Energy Production Property, Ontology: EnershareProperty, Score: 1}
{Label: timestamp, Match: Time Instant, Ontology: Time, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: Electric Energy Property, Ontology: EnershareProperty, Score: 1}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: min_delivery_pressure, Match: Pressure Property, Ontology: EnershareProperty, Score: 1}
{Label: max_delivery_pressure, Match: Pressure Property, Ontology: EnershareProperty, Score: 1}
{Label: entry_point, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: c1, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: c2, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: c3, Match: HydrogenProperty, Ontology: EnershareProperty, Score: 1}
{Label: i_c4, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: n_c4, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: i_c5, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: n_c5, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: neo_c5, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: c6_plus, Match: EnergyProperty, Ontology: EnershareProperty, Score: 1}
{Label: n2, Match: GasProperty, Ontology: EnershareProperty, Score: 1}
{Label: co2, Match: GasProperty, Ontology: EnershareProperty, Score: 1}
{Label: gross_heating_value, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: wobbe_index, Match: Wobbe Index Property, Ontology: EnershareProperty, Score: 1}
{Label: water_dew_point, Match: Dew Point Temperature Property, Ontology: SEASDewPoint, Score: 1}
{Label: hydrocarbon_dew_point_max, Match: Dew Point Temperature Property, Ontology: SEASDewPoint, Score: 1}
{Label: timestamp, Match: timestamp, Ontology: Time, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: timestamp, Match: timestamp, Ontology: Time, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: timestamp, Match: DateTime, Ontology: Time, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: value, Match: Float, Ontology: XMLSchema, Score: 1}
{Label: t1, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: t2, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: p_TOTAL_avg, Match: PowerProperty, Ontology: EnershareSystem, Score: 1}
{Label: q_TOTAL_avg, Match: HeatingSystemProperty, Ontology: EnershareSystem, Score: 1}
{Label: v_AB_avg, Match: VelocityProperty, Ontology: EnershareSystem, Score: 1}
{Label: v_BC_avg, Match: VelocityProperty, Ontology: EnershareSystem, Score: 1}
{Label: v_CA_avg, Match: VelocityProperty, Ontology: EnershareSystem, Score: 1}
{Label: freq_avg, Match: FrequencyProperty, Ontology: EnershareSystem, Score: 1}
{Label: a_AN_avg, Match: Current Property, Ontology: PlatoonEnergy, Score: 1}
{Label: a_BN_avg, Match: Current Property, Ontology: PlatoonEnergy, Score: 1}
{Label: a_CN_avg, Match: Current Property, Ontology: PlatoonEnergy, Score: 1}
{Label: node_id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: stn, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: soc, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: fracsec, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: vm1, Match: CurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: vm2, Match: CurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: vm3, Match: CurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: im1, Match: CurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: im2, Match: CurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: im3, Match: CurrentProperty, Ontology: EnershareProperty, Score: 1}
{Label: vph1, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: vph2, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: vph3, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: iph1, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: iph2, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: iph3, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: f, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: df, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: vzsm, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: izsm, Match: FlowProperty, Ontology: EnershareSystem, Score: 1}
{Label: vzsph, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: izsph, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: digita, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: analog, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: MeasureID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: VehicleID, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Brand, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Model, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Battery Power (kW), Match: PowerProperty, Ontology: EnershareProperty, Score: 1}
{Label: Battery Capacity (kWh), Match: EnergyStorageProperty, Ontology: EnershareProperty, Score: 1}
{Label: Connector Type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Autonomy (km), Match: DistanceProperty, Ontology: EnershareProperty, Score: 1}
{Label: Odometer (km), Match: DistanceProperty, Ontology: EnershareProperty, Score: 1}
{Label: Battery SoC (%), Match: StateOfCharge, Ontology: EnershareProperty, Score: 1}
{Label: Timestamp, Match: in XSD Date-Time-Stamp, Ontology: Time, Score: 1}
{Label: ocpp_device, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: id, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: type, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: integration, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: created_at, Match: in XSD Date-Time-Stamp, Ontology: Time, Score: 1}
{Label: attributes, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: name, Match: name, Ontology: SEASGenericProperty, Score: 1}
