{Label: GearOilTemperature_val, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 0.9}
{Label: temperature_Data.TempBlade_C_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty.txt, Score: 1}
{Label: temperature_Data.TempExcitationHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty.txt, Score: 1}
{Label: temperature_Data.TempInSys_1_PowerCab_1, Match: Temperature Property, Ontology: SEASGenericProperty.txt, Score: 0.8}
{Label: temperature_Data.TempInSys_1_PowerCab_2, Match: has cooling air temperature setpoint, Ontology: PlatoonWeather.txt, Score: 0.8}
{Label: temperature_Data.TempInSys_1_PowerCab_3, Match: has cooling air temperature setpoint, Ontology: PlatoonWeather.txt, Score: 0.8}
{Label: temperature_Data.TempPitchCtrlBox_Blade_A, Match: has target air temperature, Ontology: PlatoonWeather.txt, Score: 0.7}
{Label: temperature_Data.TempPitchCtrlBox_Blade_B, Match: has target air temperature, Ontology: PlatoonWeather.txt, Score: 0.7}
{Label: temperature_Data.TempPitchCtrlBox_Blade_C, Match: has target air temperature, Ontology: PlatoonWeather.txt, Score: 0.7}
{Label: temperature_Data.TempRectifier_1_HeatSink, Match: has heating air temperature setpoint, Ontology: PlatoonWeather.txt, Score: 0.6}
{Label: temperature_Data.TempRectifier_2_HeatSink, Match: has heating air temperature setpoint, Ontology: PlatoonWeather.txt, Score: 0.6}
{Label: temperature_Data.TowerTemp, Match: Tower, Ontology: PlatoonWindturbine.txt, Score: 0.9}
{Label: temperature_Data.TransformerTemp, Match: Transformer, Ontology: PlatoonWindturbine.txt, Score: 0.9}
{Label: wec_std.Avg_AmbientBrightness, Match: has forecast of global horizontal irradiance property, Ontology: PlatoonWeather.txt, Score: 0.8}
{Label: wec_std.Avg_AvailableActivePowerLimitedByExtSetPoints, Match: has default capacity active power, Ontology: PlatoonEnergy.txt, Score: 0.85}
{Label: wec_std.Avg_BladeAngleAcross_A_B_C, Match: Angle Evaluation, Ontology: SEASElectricPowerSystem.txt, Score: 0.75}
{Label: wec_std.Avg_LabkoIceAmplForIceDetection, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wec_std.Avg_MaxAvailableActivePowerLimitedByForceMajeure, Match: has maximum apparent power, Ontology: PlatoonEnergy.txt, Score: 0.80}
{Label: wec_std.Avg_TechnicallyAvailableActivePower, Match: has default capacity active power, Ontology: PlatoonEnergy.txt, Score: 0.85}
{Label: wec_std.Avg_TheoreticallAvailableActivePowerInTheWind, Match: has default capacity active power, Ontology: PlatoonEnergy.txt, Score: 0.85}
{Label: wec_std.EnergyProduced, Match: Energy Production Property, Ontology: PlatoonEnergy.txt, Score: 0.90}
{Label: wec_std.NacellePosition, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wec_std.NbSamplingValues, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wec_std.OperatingHours, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wec_std.Power.avg, Match: hasAverageRNVoltage, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: wec_std.Power.max, Match: hasMaximumPVPowerCanBeInstalled, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: wec_std.Power.min, Match: hasMinimumPVPowerToBeInstalled, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: wec_std.Precipitation.avg, Match: hasAccumulatedPrecipitation, Ontology: PlatoonWeather.txt, Score: 0.9}
{Label: wec_std.Precipitation.max, Match: hasForecastOfAccumulatedPrecipitationProperty, Ontology: PlatoonWeather.txt, Score: 0.8}
{Label: wec_std.Precipitation.min, Match: hasForecastOfPrecipitationProperty, Ontology: PlatoonWeather.txt, Score: 0.8}
{Label: wec_std.ProductivveMinutes, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wec_std.ReactivePower.avg, Match: hasReactivePowerProduction, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: wec_std.ReactivePower.max, Match: hasMaximumChargePower, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: wec_std.ReactivePower.min, Match: hasMinimumChargePower, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: wec_std.RotorSpeed.avg, Match: hasNominalRotationalSpeed, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: wec_std.RotorSpeed.max, Match: hasNominalRotationalSpeed, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: wec_std.RotorSpeed.min, Match: hasNominalRotationalSpeed, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: wec_std.Visibility.avg, Match: VisibilityProperty, Ontology: PlatoonWeather.txt, Score: 1}
{Label: wec_std.Visibility.max, Match: VisibilityProperty, Ontology: PlatoonWeather.txt, Score: 1}
{Label: wec_std.Visibility.min, Match: VisibilityProperty, Ontology: PlatoonWeather.txt, Score: 1}
{Label: wec_std.WindSpeed.avg, Match: WindSpeed, Ontology: OntoWind.txt, Score: 1}
{Label: wec_std.WindSpeed.max, Match: WindSpeed, Ontology: OntoWind.txt, Score: 1}
{Label: wec_std.WindSpeed.min, Match: WindSpeed, Ontology: OntoWind.txt, Score: 1}
{Label: Time, Match: unitType, Ontology: Time.txt, Score: 0.8}
{Label: ActivePowerGeneration [kW], Match: has active power production, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: ActivePowerConsumption [kW], Match: has power consumption, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: CurrentL1 [A], Match: nominal electrical current, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: CurrentL2 [A], Match: nominal electrical current, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: CurrentL3 [A], Match: nominal electrical current, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: ReactivePowerGeneration [kvar], Match: has reactive power production, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: ReactivePowerConsumption [kvar], Match: negativeReactivePower, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: VoltageL1 [V], Match: Phase Voltage Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: VoltageL2 [V], Match: Phase Voltage Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: VoltageL3 [V], Match: Phase Voltage Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: interval, Match: has Evaluation Region, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Power (kW), Match: has power consumption, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: Td (st. C), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Tp (st. C), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Flow (m3/h), Match: delivered Natural Gas Energy Flow, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Status of the meter (MWh), Match: has  status power curve, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: interval, Match: has Evaluation Region, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Tzun (0C), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Td (0C), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Tp (0C), Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Thermal power(kW), Match: Thermal Energy Load Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: UPRA_GJI_ID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: ZK_GJI_ID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: TO_CEV_Name, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Diameter_nominal_mm, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: External_diameter_mm, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Year_of_construction, Match: has construction cate, Ontology: PlatoonBuilding.txt, Score: 0.8}
{Label: Year_of_insulation, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Branch, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Type_of_grid_name, Match: National Grid, Ontology: EnershareGrid.txt, Score: 0.7}
```json
[
    {Label: FunctionName, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: Material_type, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: Owner_name, Match: Owner, Ontology: EnersharePlayer.txt, Score: 0.9},
    {Label: Manager_Name, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: System_Name, Match: System, Ontology: EnershareSystem.txt, Score: 0.8},
    {Label: Source_Name, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: Accuracy_XY_Name, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: Accuracy_Z_Name, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: GJI_VIS_DATE_Name, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: GJI_ZK_ID, Match: noMatch, Ontology: noMatch, Score: 0}
]
```
{Label: GEO_Position, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Position_of_pipe_system_Name, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: INVENTORY_ID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: OS_ID_MOV, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: OS_ID_SOS, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Inseration_DATE, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Change_Date, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Comment, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: TIP_SPR, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: OID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Length, Match: length, Ontology: SEASElectricPowerSystem.txt, Score: 0.9}
{Label: Component, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Carrier, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Bus, Match: ThreePhasePowerBus, Ontology: SEASElectricPowerSystem.txt, Score: 0.8}
{Label: From Bus, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: To Bus, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Pnom, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Capital Cost, Match: capital Cost, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: Marginal Cost, Match: marginal Cost, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: input_series_source_type, Match: noMatch, Ontology: noMatch, Score: 0}
```json
[
  {Label: input_series_source_uri, Match: noMatch, Ontology: noMatch, Score: 0},
  {Label: use_case_name, Match: noMatch, Ontology: noMatch, Score: 0},
  {Label: Investment Period, Match: noMatch, Ontology: noMatch, Score: 0},
  {Label: carrier, Match: noMatch, Ontology: noMatch, Score: 0},
  {Label: Capacity Factor, Match: capacity_factor, Ontology: OntoWind.txt, Score: 0.9},
  {Label: Capital Expenditure, Match: noMatch, Ontology: noMatch, Score: 0},
  {Label: Curtailment, Match: noMatch, Ontology: noMatch, Score: 0},
  {Label: Dispatch, Match: noMatch, Ontology: noMatch, Score: 0},
  {Label: Installed Capacity, Match: capacity, Ontology: OntoWind.txt, Score: 0.8},
  {Label: Market Value, Match: noMatch, Ontology: noMatch, Score: 0}
]
```
{Label: Operational Expenditure, Match: has Individual Operation Cost, Ontology: EnersharePriceProperty.txt, Score: 0.9}
{Label: Optimal Capacity, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Revenue, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Supply, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Withdrawal, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: min_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: max_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: min_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: max_total_load, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: min_total_load, Match: has Week Ahead Forecast Of Minimum Total Electric Energy Load Property, Ontology: EnershareForecast.txt, Score: 0.9}
{Label: max_total_load, Match: has Day Ahead Forecast Of Maximum Total Electric Energy Load Property, Ontology: EnershareForecast.txt, Score: 0.9}
{Label: total_load, Match: has Total Electric Energy Load, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: actual_load, Match: has Electric Energy Net Load, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: price, Match: has Simulated Price, Ontology: EnersharePriceProperty.txt, Score: 0.8}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: lignite, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: natural_gas, Match: consumed Natural Gas Energy, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: hydroelectric, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: renewables, Match: has Renewable Energy, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: net_imports, Match: imported active energy, Ontology: SEASElectricPowerSystem.txt, Score: 0.9}
{Label: res_forecast, Match: has Week Ahead Forecast Of Minimum Total Electric Energy Load Property, Ontology: EnershareForecast.txt, Score: 0.85}
{Label: res_injections, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: net load, Match: has Electric Energy Net Load, Ontology: EnershareProperty.txt, Score: 0.95}
{Label: total imports, Match: imported active energy, Ontology: SEASElectricPowerSystem.txt, Score: 0.9}
{Label: total exports, Match: outgoing electric energy, Ontology: SEASElectricPowerSystem.txt, Score: 0.85}
{Label: gr_al, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: al_gr, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: gr_bg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: bg_gr, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: gr_it, Match: Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: it_gr, Match: Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: gr_mk, Match: Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: mk_gr, Match: Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: gr_tr, Match: Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: tr_gr, Match: Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: fossil_brown_coal/lignite, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: fossil_gas, Match: Natural Gas Energy, Ontology: EnershareEnergyResource.txt, Score: 0.9}
{Label: fossil_oil, Match: Fuel Oil Energy, Ontology: EnershareEnergyResource.txt, Score: 0.9}
{Label: hydro_pumped_storage, Match: stored electric energy, Ontology: SEASElectricPowerSystem.txt, Score: 0.8}
{Label: hydro_water_reservoir, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: solar, Match: Solar Energy Property, Ontology: PlatoonEnergy.txt, Score: 0.9}
{Label: wind_onshore, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: scheduled_generation, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: solar_dayahead, Match: has Day Ahead forecast of Maximum total electric energy Load property, Ontology: EnershareForecast.txt, Score: 0.7}
{Label: solar_intraday, Match: has 6h ahead forecast of diffuse solar radiation property, Ontology: PlatoonWeather.txt, Score: 0.7}
{Label: wind_dayahead, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wind_intraday, Match: has Wind Energy Production, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: timestamp, Match: has Begin Data Value, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: point_id, Match: connects primarily at, Ontology: SEASElectricPowerSystem.txt, Score: 0.7}
{Label: value, Match: has End Data Value, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: point_type, Match: connects system in Hot1-to-Hot2, Ontology: SEASElectricPowerSystem.txt, Score: 0.7}
{Label: min_delivery_pressure, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: max_delivery_pressure, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: entry_point, Match: connects primarily at, Ontology: SEASElectricPowerSystem.txt, Score: 0.7}
{Label: c1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: c2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: c3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: i_c4, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: n_c4, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: i_c5, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: n_c5, Match: NormalPentane, Ontology: EnershareChemicalCompound, Score: 0.9}
{Label: neo_c5, Match: NeoPentane, Ontology: EnershareChemicalCompound, Score: 0.9}
{Label: c6_plus, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: n2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: co2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: gross_heating_value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wobbe_index, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: water_dew_point, Match: has Dew Point, Ontology: PlatoonWeather.txt, Score: 0.8}
{Label: hydrocarbon_dew_point_max, Match: has Hydro carbon Dew Point Max, Ontology: EnershareProperty.txt, Score: 1}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_type, Match: Demand Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: timestamp, Match: Minute (unit of temporal duration), Ontology: Time.txt, Score: 0.9}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: has Begin Data Value, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: point_type, Match: Demand Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: timestamp, Match: Minute (unit of temporal duration), Ontology: Time.txt, Score: 0.9}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: has Begin Data Value, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: point_type, Match: Demand Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: t1, Match: T-to-R voltage, Ontology: SEASElectricPowerSystem.txt, Score: 0.6}
{Label: t2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: p_TOTAL_avg, Match: hasTotalElectricEnergyLoad, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: q_TOTAL_avg, Match: hasTotalEnergyConsumptionSaving, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: v_AB_avg, Match: RSVoltage, Ontology: SEASElectricPowerSystem.txt, Score: 0.7}
{Label: v_BC_avg, Match: RSVoltage, Ontology: SEASElectricPowerSystem.txt, Score: 0.7}
{Label: v_CA_avg, Match: RSVoltage, Ontology: SEASElectricPowerSystem.txt, Score: 0.7}
{Label: freq_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: a_AN_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: a_BN_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: a_CN_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: node_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: stn, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: fracsec, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vm1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vm2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vm3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: im1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: im2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: im3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vph1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vph2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vph3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: iph1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: iph2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: iph3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: f, Match: F, Ontology: EnershareWindturbine, Score: 0.9}
{Label: df, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vzsm, Match: noMatch, Ontology: noMatch, Score: 0}
