{Label: GearOilTemperature_val, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: PitchControl_Pressure_A2_Blade3 [bar], Match: hasMinimumDeliveryPressure, Ontology: EnershareProperty, Score: 0.8}
{Label: PitchControl_Status, Match: Pitch Control, Ontology: PlatoonWindturbine, Score: 0.9}
{Label: PitchControl_TrackingOK, Match: Pitch Control, Ontology: PlatoonWindturbine, Score: 0.9}
{Label: PowerUnit_Pressure [bar], Match: hasMinimumDeliveryPressure, Ontology: EnershareProperty, Score: 0.8}
{Label: TurbineControl_Enable, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: TurbineControl_GeneratorPower [W], Match: Electric Energy Production Property, Ontology: PlatoonEnergy, Score: 0.9}
{Label: TurbineControl_GeneratorSpeed [rpm], Match: noMatch, Ontology: noMatch, Score: 0}
{Label: TurbineControl_GeneratorTorque [kNm], Match: noMatch, Ontology: noMatch, Score: 0}
```json
[
    {Label: TurbineControl_PitchAngleDemand [deg], Match: hasPitchAngleSetpoint, Ontology: PlatoonWindturbine.txt, Score: 0.9},
    {Label: TurbineControl_PitchAngles [deg](1), Match: hasPitchAngle, Ontology: PlatoonWindturbine.txt, Score: 0.9},
    {Label: TurbineControl_PitchAngles [deg](2), Match: hasPitchAngle, Ontology: PlatoonWindturbine.txt, Score: 0.9},
    {Label: TurbineControl_PitchAngles [deg](3), Match: hasPitchAngle, Ontology: PlatoonWindturbine.txt, Score: 0.9},
    {Label: TurbineControl_Run, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: parc_code, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: mac_code, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: date, Match: hasConstructionDate, Ontology: PlatoonBuilding.txt, Score: 0.8},
    {Label: temperature_Data.AmbientTemp, Match: noMatch, Ontology: noMatch, Score: 0},
    {Label: temperature_Data.Blade_A_Temp, Match: noMatch, Ontology: noMatch, Score: 0}
]
```
{Label: temperature_Data.Blade_B_Temp, Match: Temperature Property, Ontology: OntoWind.txt, Score: 1}
{Label: temperature_Data.Blade_C_Temp, Match: Temperature Property, Ontology: OntoWind.txt, Score: 1}
{Label: temperature_Data.CtrlCabinetTemp, Match: Temperature Property, Ontology: OntoWind.txt, Score: 1}
{Label: temperature_Data.FrontBearingTemp, Match: Temperature Property, Ontology: OntoWind.txt, Score: 1}
{Label: temperature_Data.NacelleAmbientTemp, Match: Temperature Property, Ontology: OntoWind.txt, Score: 1}
{Label: temperature_Data.NacelleCtrlCabTemp, Match: Temperature Property, Ontology: OntoWind.txt, Score: 1}
{Label: temperature_Data.NacelleTemp, Match: Temperature Property, Ontology: OntoWind.txt, Score: 1}
{Label: temperature_Data.NbSamplingValues, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: temperature_Data.RearBearingTemp, Match: Temperature Property, Ontology: OntoWind.txt, Score: 1}
{Label: temperature_Data.RectifierCab_Temp, Match: Temperature Property, Ontology: OntoWind.txt, Score: 1}
{Label: temperature_Data.RotorTemp_1, Match: has temperature rotor side, Ontology: PlatoonWindturbine, Score: 1}
{Label: temperature_Data.RotorTemp_2, Match: has temperature rotor side, Ontology: PlatoonWindturbine, Score: 1}
{Label: temperature_Data.SpinnerTemp, Match: Temperature, Ontology: OntoWind, Score: 1}
{Label: temperature_Data.StatorTemp_1, Match: Temperature, Ontology: OntoWind, Score: 1}
{Label: temperature_Data.StatorTemp_2, Match: Temperature, Ontology: OntoWind, Score: 1}
{Label: temperature_Data.TempBlade_A_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempBlade_B_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempBlade_C_PitchHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempExcitationHeatSink, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempInSys_1_PowerCab_1, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 1}
{Label: temperature_Data.TempInSys_1_PowerCab_2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: temperature_Data.TempInSys_1_PowerCab_3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: temperature_Data.TempPitchCtrlBox_Blade_A, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: temperature_Data.TempPitchCtrlBox_Blade_B, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: temperature_Data.TempPitchCtrlBox_Blade_C, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: temperature_Data.TempRectifier_1_HeatSink, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: temperature_Data.TempRectifier_2_HeatSink, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: temperature_Data.TowerTemp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: temperature_Data.TransformerTemp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wec_std.Avg_AmbientBrightness, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wec_std.Avg_AvailableActivePowerLimitedByExtSetPoints, Match: PositiveActivePowerProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.Avg_BladeAngleAcross_A_B_C, Match: Blade, Ontology: PlatoonWindturbine, Score: 0.8}
{Label: wec_std.Avg_LabkoIceAmplForIceDetection, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: wec_std.Avg_MaxAvailableActivePowerLimitedByForceMajeure, Match: PositiveActivePowerProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.Avg_TechnicallyAvailableActivePower, Match: PositiveActivePowerProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.Avg_TheoreticallAvailableActivePowerInTheWind, Match: PositiveActivePowerProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.EnergyProduced, Match: producedElectricEnergy, Ontology: SEASElectricPowerSystem, Score: 1}
{Label: wec_std.NacellePosition, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: wec_std.NbSamplingValues, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: wec_std.OperatingHours, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: wec_std.Power.avg, Match: positiveActivePower, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.Power.max, Match: positiveActivePower, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.Power.min, Match: positiveActivePower, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.Precipitation.avg, Match: hasPrecipitation, Ontology: PlatoonWeather, Score: 0.8}
{Label: wec_std.Precipitation.max, Match: hasPrecipitation, Ontology: PlatoonWeather, Score: 0.8}
{Label: wec_std.Precipitation.min, Match: hasPrecipitation, Ontology: PlatoonWeather, Score: 0.8}
{Label: wec_std.ProductivveMinutes, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wec_std.ReactivePower.avg, Match: positiveReactivePower, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.ReactivePower.max, Match: positiveReactivePower, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.ReactivePower.min, Match: positiveReactivePower, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.RotorSpeed.avg, Match: has Nominal Rotational Speed, Ontology: EnershareProperty, Score: 0.9}
{Label: wec_std.RotorSpeed.max, Match: has Maximum Pitch Angle, Ontology: PlatoonWindturbine, Score: 0.8}
{Label: wec_std.RotorSpeed.min, Match: has Minimum Pitch Angle, Ontology: PlatoonWindturbine, Score: 0.8}
{Label: wec_std.Visibility.avg, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: wec_std.Visibility.max, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: wec_std.Visibility.min, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: wec_std.WindSpeed.avg, Match: Wind Speed, Ontology: OntoWind, Score: 1}
{Label: wec_std.WindSpeed.max, Match: Wind Speed, Ontology: OntoWind, Score: 1}
{Label: wec_std.WindSpeed.min, Match: Wind Speed, Ontology: OntoWind, Score: 1}
{Label: Time, Match: Temporal Unit, Ontology: Time, Score: 1}
{Label: ActivePowerGeneration [kW], Match: PositiveActivePowerProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: ActivePowerConsumption [kW], Match: NegativeActivePowerProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: CurrentL1 [A], Match: phase Current, Ontology: EnershareProperty, Score: 0.8}
{Label: CurrentL2 [A], Match: phase Current, Ontology: EnershareProperty, Score: 0.8}
{Label: CurrentL3 [A], Match: phase Current, Ontology: EnershareProperty, Score: 0.8}
{Label: ReactivePowerGeneration [kvar], Match: PositiveReactivePowerProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: ReactivePowerConsumption [kvar], Match: NegativeReactivePowerProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: VoltageL1 [V], Match: PhaseVoltageProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: VoltageL2 [V], Match: PhaseVoltageProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: VoltageL3 [V], Match: PhaseVoltageProperty, Ontology: EnershareProperty, Score: 0.9}
{Label: interval, Match: Time Interval, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Power (kW), Match: ElectricPowerProperty, Ontology: EnershareSystem.txt, Score: 1}
{Label: Td (st. C), Match: Temperature Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Tp (st. C), Match: Temperature Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Flow (m3/h), Match: FlowRateProperty, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Status of the meter (MWh), Match: MeterStatus, Ontology: EnershareDevice.txt, Score: 0.8}
{Label: interval, Match: Time Interval, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Tzun (0C), Match: Temperature Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Td (0C), Match: Temperature Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Tp (0C), Match: Temperature Property, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Thermal power(kW), Match: ElectricPowerProperty, Ontology: SEASElectricPowerSystem, Score: 1}
{Label: UPRA_GJI_ID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: ZK_GJI_ID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: TO_CEV_Name, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Diameter_nominal_mm, Match: DiameterProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: External_diameter_mm, Match: DiameterProperty, Ontology: SEASGenericProperty, Score: 1}
{Label: Year_of_construction, Match: hasInstallationDate, Ontology: SEASGenericProperty, Score: 0.8}
{Label: Year_of_insulation, Match: hasInstallationDate, Ontology: SEASGenericProperty, Score: 0.8}
{Label: Branch, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Type_of_grid_name, Match: Grid, Ontology: EnershareGrid, Score: 0.9}
{Label: FunctionName, Match: Input Function, Ontology: EnershareSystem, Score: 0.9}
{Label: Material_type, Match: Material, Ontology: EnershareSystem, Score: 1}
{Label: Owner_name, Match: Owner, Ontology: EnersharePlayer, Score: 1}
{Label: Manager_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: System_Name, Match: Transmission System, Ontology: EnershareSystem, Score: 0.8}
{Label: Source_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Accuracy_XY_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Accuracy_Z_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: GJI_VIS_DATE_Name, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: GJI_ZK_ID, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: GEO_Position, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Position_of_pipe_system_Name, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: INVENTORY_ID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: OS_ID_MOV, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: OS_ID_SOS, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Inseration_DATE, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Change_Date, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Comment, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: TIP_SPR, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: OID, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Length, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Component, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Carrier, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Bus, Match: Single Phase Power Bus, Ontology: SEASElectricPowerSystem, Score: 0.8}
{Label: From Bus, Match: connects system in RN, Ontology: SEASElectricPowerSystem, Score: 0.7}
{Label: To Bus, Match: connects system in TN, Ontology: SEASElectricPowerSystem, Score: 0.7}
{Label: Pnom, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Capital Cost, Match: capital Cost, Ontology: EnersharePriceProperty, Score: 1}
{Label: Marginal Cost, Match: marginal Cost, Ontology: EnersharePriceProperty, Score: 1}
{Label: input_series_source_type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: input_series_source_uri, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: use_case_name, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Investment Period, Match: has Investement Cost, Ontology: EnersharePriceProperty, Score: 0.8}
{Label: carrier, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Capacity Factor, Match: has Constant Charge Efficiency, Ontology: EnershareSystem, Score: 0.7}
{Label: Capital Expenditure, Match: has Investement Cost, Ontology: EnersharePriceProperty, Score: 0.9}
{Label: Curtailment, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Dispatch, Match: distributes, Ontology: EnershareSystem, Score: 0.6}
{Label: Installed Capacity, Match: has Energy Capacity, Ontology: EnershareSystem, Score: 0.8}
{Label: Market Value, Match: has Internal Price, Ontology: EnersharePriceProperty, Score: 0.7}
{Label: Operational Expenditure, Match: hasIndividualOperationCost, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Optimal Capacity, Match: hasEnergyCapacity, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Revenue, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Supply, Match: deliveredEnergy, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: Withdrawal, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: min_total_load, Match: hasMinimumChargePower, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: max_total_load, Match: hasMaximumChargePower, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: min_total_load, Match: hasMinimumChargePower, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: max_total_load, Match: hasMaximumChargePower, Ontology: EnershareSystem.txt, Score: 0.6}
{Label: min_total_load, Match: hasTotalElectricEnergyLoad, Ontology: EnershareProperty, Score: 0.9}
{Label: max_total_load, Match: hasTotalElectricEnergyLoad, Ontology: EnershareProperty, Score: 0.9}
{Label: total_load, Match: hasTotalElectricEnergyLoad, Ontology: EnershareProperty, Score: 0.9}
{Label: actual_load, Match: hasTotalElectricEnergyLoad, Ontology: EnershareProperty, Score: 0.8}
{Label: price, Match: hasInternalPrice, Ontology: EnersharePriceProperty, Score: 0.8}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: lignite, Match: CoalEnergy, Ontology: EnershareEnergyResource, Score: 0.7}
{Label: natural_gas, Match: NaturalGasEnergy, Ontology: EnershareEnergyResource, Score: 1}
{Label: hydroelectric, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: renewables, Match: hasRenewableEnergy, Ontology: EnershareProperty, Score: 0.9}
{Label: net_imports, Match: hasElectricEnergyConsumptionFromGrid, Ontology: EnershareProperty, Score: 0.9}
{Label: res_forecast, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: res_injections, Match: hasPowerProduction, Ontology: PlatoonEnergy, Score: 0.8}
{Label: net load, Match: hasTotalElectricEnergyLoad, Ontology: EnershareProperty, Score: 0.9}
{Label: total imports, Match: hasElectricEnergyConsumptionFromGrid, Ontology: EnershareProperty, Score: 0.9}
{Label: total exports, Match: hasPowerProduction, Ontology: PlatoonEnergy, Score: 0.8}
{Label: gr_al, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: al_gr, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: gr_bg, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: bg_gr, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: gr_it, Match: National Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: it_gr, Match: National Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: gr_mk, Match: National Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: mk_gr, Match: National Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: gr_tr, Match: National Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: tr_gr, Match: National Grid, Ontology: EnershareGrid.txt, Score: 0.8}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: fossil_brown_coal/lignite, Match: Coal Energy, Ontology: EnershareEnergyResource.txt, Score: 0.9}
{Label: fossil_gas, Match: Natural Gas Energy, Ontology: EnershareEnergyResource, Score: 1}
{Label: fossil_oil, Match: Fuel Oil Energy, Ontology: EnershareEnergyResource, Score: 1}
{Label: hydro_pumped_storage, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: hydro_water_reservoir, Match: Water Storage System, Ontology: EnershareSystem, Score: 0.8}
{Label: solar, Match: Photovoltaic Energy, Ontology: EnershareEnergyResource, Score: 1}
{Label: wind_onshore, Match: Wind Turbine, Ontology: PlatoonWindturbine, Score: 0.9}
{Label: scheduled_generation, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: solar_dayahead, Match: has Day Ahead Price, Ontology: EnershareProperty, Score: 0.7}
{Label: solar_intraday, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: wind_dayahead, Match: has Day Ahead Price, Ontology: EnershareProperty, Score: 0.7}
{Label: wind_intraday, Match: has Wind Energy Production, Ontology: EnershareProperty, Score: 0.9}
{Label: timestamp, Match: in XSD Date-Time-Stamp, Ontology: Time, Score: 1}
{Label: point_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: point_type, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: min_delivery_pressure, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: max_delivery_pressure, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: entry_point, Match: connects primarily at, Ontology: SEASElectricPowerSystem, Score: 0.8}
{Label: c1, Match: ClassC, Ontology: PlatoonBuilding, Score: 0.9}
{Label: c2, Match: ClassC, Ontology: PlatoonBuilding, Score: 0.9}
{Label: c3, Match: ClassC, Ontology: PlatoonBuilding.txt, Score: 0.9}
{Label: i_c4, Match: ClassC, Ontology: PlatoonBuilding.txt, Score: 0.7}
{Label: n_c4, Match: ClassC, Ontology: PlatoonBuilding.txt, Score: 0.7}
{Label: i_c5, Match: ClassC, Ontology: PlatoonBuilding.txt, Score: 0.7}
{Label: n_c5, Match: ClassC, Ontology: PlatoonBuilding.txt, Score: 0.7}
{Label: neo_c5, Match: ClassC, Ontology: PlatoonBuilding.txt, Score: 0.7}
{Label: c6_plus, Match: ClassC, Ontology: PlatoonBuilding.txt, Score: 0.7}
{Label: n2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: co2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: gross_heating_value, Match: Heating Gas Energy Consumption Evaluation, Ontology: PlatoonEnergy.txt, Score: 0.8}
{Label: wobbe_index, Match: Wobbe Index Property, Ontology: EnershareProperty, Score: 1}
{Label: water_dew_point, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: hydrocarbon_dew_point_max, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_type, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: value, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: point_type, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: timestamp, Match: unitHour, Ontology: Time.txt, Score: 0.9}
{Label: point_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: value, Match: hasEndDataValue, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: point_type, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: timestamp, Match: unitHour, Ontology: Time.txt, Score: 0.9}
{Label: point_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: value, Match: hasEndDataValue, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: point_type, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: t1, Match: tCurrent, Ontology: SEASElectricPowerSystem.txt, Score: 0.8}
{Label: t2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: p_TOTAL_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: q_TOTAL_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: v_AB_avg, Match: Voltage Property, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: v_BC_avg, Match: Voltage Property, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: v_CA_avg, Match: Voltage Property, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: freq_avg, Match: Frequency Meter, Ontology: EnershareDevice, Score: 0.8}
{Label: a_AN_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: a_BN_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: a_CN_avg, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: node_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: stn, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: fracsec, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vm1, Match: Voltage Property, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: vm2, Match: Voltage Property, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: vm3, Match: Voltage Property, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: im1, Match: Current Property, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: im2, Match: Current Property, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: im3, Match: Current Property, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: vph1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vph2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vph3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: iph1, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: iph2, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: iph3, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: f, Match: F, Ontology: EnershareWindturbine, Score: 1}
{Label: df, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vzsm, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: izsm, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: vzsph, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: izsph, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: digita, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: analog, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: MeasureID, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: VehicleID, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Brand, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Model, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Battery Power (kW), Match: has Charge Power, Ontology: EnershareSystem, Score: 0.9}
